ID,Nominee,Party,Gender,State,Region,WiderRegion,Type,Race,Class,Incumbent,Victor,Votes,Share,Total,HeldBy,Hometown,ElectionDay,ElectionYear,YearType,LastElection,Final,Special,Runoff
421,Esau A. Freeman,Democratic,Male,Kansas,Great Plains,Midwest,House,KS-04,Class 1,FALSE,FALSE,106632,0.3495,305097,Republican,"Sedgwick, Kansas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
422,"James R. Comer, Jr.",Republican,Male,Kentucky,South Central,South,House,KY-01,Class 1,TRUE,TRUE,252729,0.7472,338253,Republican,"Tompkinsville, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
423,Erin Renee Marshall,Democratic,Female,Kentucky,South Central,South,House,KY-01,Class 1,FALSE,FALSE,85524,0.2528,338253,Republican,"Frankfort, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
424,S. Brett Guthrie,Republican,Male,Kentucky,South Central,South,House,KY-02,Class 1,TRUE,TRUE,252826,0.731,345855,Republican,"Bowling Green, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
425,Stuart Henry Linderman,Democratic,Male,Kentucky,South Central,South,House,KY-02,Class 1,FALSE,FALSE,93029,0.269,345855,Republican,"Falls of Rough, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
426,Michael A. Craven,Republican,Male,Kentucky,South Central,South,House,KY-03,Class 1,FALSE,FALSE,124713,0.3804,327864,Democratic,"Louisville, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
427,J. Morgan McGarvey,Democratic,Male,Kentucky,South Central,South,House,KY-03,Class 1,TRUE,TRUE,203100,0.6195,327864,Democratic,"Louisville, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
428,Thomas H. Massie,Republican,Male,Kentucky,South Central,South,House,KY-04,Class 1,TRUE,TRUE,278386,0.996,279517,Republican,"Garrison, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
429,Harold D. Rogers,Republican,Male,Kentucky,South Central,South,House,KY-05,Class 1,TRUE,TRUE,261407,1.0,261407,Republican,"Somerset, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
430,"Garland H. ""Andy"" Barr IV",Republican,Male,Kentucky,South Central,South,House,KY-06,Class 1,TRUE,TRUE,222293,0.6304,352638,Republican,"Lexington, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
431,M. Randall Cravens,Democratic,Male,Kentucky,South Central,South,House,KY-06,Class 1,FALSE,FALSE,130345,0.3696,352635,Republican,"Richmond, Kentucky",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
432,Randall S. Arrington,Republican,Male,Louisiana,South Central,South,House,LA-01,Class 1,FALSE,FALSE,17856,0.0499,357720,Republican,"Ponchatoula, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
433,Stephen J. Scalise,Republican,Male,Louisiana,South Central,South,House,LA-01,Class 1,TRUE,TRUE,238842,0.6677,357720,Republican,"Jefferson, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
434,Ross D. Shales,Republican,Male,Louisiana,South Central,South,House,LA-01,Class 1,FALSE,FALSE,8330,0.0233,357720,Republican,"New Orleans, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
435,Margueritte F. Swanson,Republican,Female,Louisiana,South Central,South,House,LA-01,Class 1,FALSE,FALSE,0,0.0,357720,Republican,"Slidell, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
436,Melissa D. Manuel,Democratic,Female,Louisiana,South Central,South,House,LA-01,Class 1,FALSE,FALSE,85911,0.2402,357720,Republican,"Madisonville, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
437,"Jon F. ""Frankie"" Hyers",No Party,Male,Louisiana,South Central,South,House,LA-01,Class 1,FALSE,FALSE,6781,0.019,357720,Republican,"Metairie, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
438,Devin Lance Graham,Republican,Male,Louisiana,South Central,South,House,LA-02,Class 1,FALSE,FALSE,39174,0.1284,305184,Democratic,"Gonzales, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
439,Christy Lynch Chauvin,Republican,Female,Louisiana,South Central,South,House,LA-02,Class 1,FALSE,FALSE,41641,0.1364,305184,Democratic,"New Orleans, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
440,Shondrell S. Perrilloux,Republican,Female,Louisiana,South Central,South,House,LA-02,Class 1,FALSE,FALSE,7878,0.0258,305184,Democratic,"St. Rose, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
441,"Troy A. Carter, Sr.",Democratic,Male,Louisiana,South Central,South,House,LA-02,Class 1,TRUE,TRUE,184009,0.6029,305184,Democratic,"New Orleans, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
442,Devin M. Davis,Democratic,Male,Louisiana,South Central,South,House,LA-02,Class 1,FALSE,FALSE,32482,0.1064,305184,Democratic,"New Orleans, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
443,G. Clay Higgins,Republican,Male,Louisiana,South Central,South,House,LA-03,Class 1,TRUE,TRUE,226279,0.7056,320682,Republican,"Lafayette, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
444,Alexander Michael John,Republican,Male,Louisiana,South Central,South,House,LA-03,Class 1,FALSE,FALSE,13246,0.0413,320682,Republican,"Lafayette, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
445,Priscilla Gonzalez,Democratic,Female,Louisiana,South Central,South,House,LA-03,Class 1,FALSE,FALSE,59834,0.1866,320682,Republican,"Lafayette, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
446,Sadi M. Summerlin,Democratic,Female,Louisiana,South Central,South,House,LA-03,Class 1,FALSE,FALSE,21323,0.0665,320682,Republican,"Westlake, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
447,J. Michael Johnson,Republican,Male,Louisiana,South Central,South,House,LA-04,Class 1,TRUE,TRUE,262821,0.8582,306248,Republican,"Benton, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
448,Joshua M. Morott IV,Republican,Male,Louisiana,South Central,South,House,LA-04,Class 1,FALSE,FALSE,43427,0.1418,306248,Republican,"Benton, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
449,Julia J. Letlow,Republican,Female,Louisiana,South Central,South,House,LA-05,Class 1,TRUE,TRUE,201037,0.6285,319851,Republican,"Start, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
450,"Manlio Vinicio ""Vinny"" Mendoza",Republican,Male,Louisiana,South Central,South,House,LA-05,Class 1,FALSE,FALSE,35833,0.112,319851,Republican,"Ponchatoula, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
451,"Michael R. Vallien, Jr.",Democratic,Male,Louisiana,South Central,South,House,LA-05,Class 1,FALSE,FALSE,82981,0.2594,319851,Republican,"Baton Rouge, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
452,Elbert L. Guillory,Republican,Male,Louisiana,South Central,South,House,LA-06,Class 1,FALSE,FALSE,111737,0.3774,296033,Republican,"Opelousas, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
453,Quentin Anthony Anderson,Democratic,Male,Louisiana,South Central,South,House,LA-06,Class 1,FALSE,FALSE,23811,0.0804,296033,Republican,"Baton Rouge, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
454,Cleo B. Fields,Democratic,Male,Louisiana,South Central,South,House,LA-06,Class 1,FALSE,TRUE,150323,0.5078,296033,Republican,"Baton Rouge, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
455,"Wilken J. Jones, Jr.",Democratic,Male,Louisiana,South Central,South,House,LA-06,Class 1,FALSE,FALSE,3910,0.0132,296033,Republican,"Opelousas, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
456,Peter Williams,Democratic,Male,Louisiana,South Central,South,House,LA-06,Class 1,FALSE,FALSE,6252,0.0211,296033,Republican,"Baton Rouge, Louisiana",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
457,Demitroula Kouzounas Penna,Republican,Female,Maine,New England,Northeast,Senate,ME-Sen,Class 1,FALSE,FALSE,284434,0.3464,821072,Independent,"Saco, Maine",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
458,David Allen Costello,Democratic,Male,Maine,New England,Northeast,Senate,ME-Sen,Class 1,FALSE,FALSE,88875,0.1082,821072,Independent,"Brunswick, Maine",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
459,Jason S. Cherry,Independent,Male,Maine,New England,Northeast,Senate,ME-Sen,Class 1,FALSE,FALSE,20193,0.0246,821072,Independent,"Unity, Maine",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
460,"Angus S. King, Jr.",Independent,Male,Maine,New England,Northeast,Senate,ME-Sen,Class 1,TRUE,TRUE,427570,0.5207,821072,Independent,"Brunswick, Maine",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
461,Ronald C. Russell,Republican,Male,Maine,New England,Northeast,House,ME-01,Class 1,FALSE,FALSE,155076,0.3641,425913,Democratic,"Kennebunkport, Maine",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
462,"Rochelle M. ""Chellie"" Pingree",Democratic,Female,Maine,New England,Northeast,House,ME-01,Class 1,TRUE,TRUE,249948,0.5869,425913,Democratic,"North Haven, Maine",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
463,Ethan Weld Alcorn,Independent,Male,Maine,New England,Northeast,House,ME-01,Class 1,FALSE,FALSE,20889,0.049,425913,Democratic,"Saco, Maine",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
464,Austin L. Theriault,Republican,Male,Maine,New England,Northeast,House,ME-02,Class 1,FALSE,TRUE,193014,0.4985,387174,Democratic,"Fort Kent, Maine",2024-11-05,2024,Presidential,2022-11-08,FALSE,FALSE,FALSE
465,Jared F. Golden,Democratic,Male,Maine,New England,Northeast,House,ME-02,Class 1,TRUE,TRUE,193740,0.5004,387174,Democratic,"Lewiston, Maine",2024-11-05,2024,Presidential,2022-11-08,FALSE,FALSE,FALSE
466,Diane Collmar Merenda,Unaffiliated,Female,Maine,New England,Northeast,House,ME-02,Class 1,FALSE,FALSE,420,0.0011,387174,Democratic,"Surry, Maine",2024-11-05,2024,Presidential,2022-11-08,FALSE,FALSE,FALSE
467,Austin L. Theriault,Republican,Male,Maine,New England,Northeast,House,ME-02 (Instant Runoff),Class 1,FALSE,FALSE,194445,0.4965,391596,Democratic,"Fort Kent, Maine",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,TRUE
468,Jared F. Golden,Democratic,Male,Maine,New England,Northeast,House,ME-02 (Instant Runoff),Class 1,TRUE,TRUE,197151,0.5035,391596,Democratic,"Lewiston, Maine",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,TRUE
469,"Lawrence J. Hogan, Jr.",Republican,Male,Maryland,Mid-Atlantic,South,Senate,MD-Sen,Class 1,FALSE,FALSE,1294344,0.4284,3021378,Democratic,"Annapolis, Maryland",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
470,Angela D. Alsobrooks,Democratic,Female,Maryland,Mid-Atlantic,South,Senate,MD-Sen,Class 1,FALSE,TRUE,1650912,0.5464,3021378,Democratic,"Largo, Maryland",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
471,Patrick J. Burke,Other Candidates,Male,Maryland,Mid-Atlantic,South,Senate,MD-Sen,Class 1,FALSE,FALSE,879,0.0003,3021378,Democratic,"Gaithersburg, Maryland",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
472,Michael C. Scott,Libertarian,Male,Maryland,Mid-Atlantic,South,Senate,MD-Sen,Class 1,FALSE,FALSE,69396,0.023,3021378,Democratic,"Bowie, Maryland",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
473,Andrew P. Harris,Republican,Male,Maryland,Mid-Atlantic,South,House,MD-01,Class 1,TRUE,TRUE,246356,0.5941,414680,Republican,"Cambridge, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
474,Blane H. Miller III,Democratic,Male,Maryland,Mid-Atlantic,South,House,MD-01,Class 1,FALSE,FALSE,154985,0.3737,414680,Republican,"Havre de Grace, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
475,Joshua W. O'Brien,Libertarian,Male,Maryland,Mid-Atlantic,South,House,MD-01,Class 1,FALSE,FALSE,12664,0.0305,414680,Republican,"Bel Air, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
476,Kimberly N. Klacik,Republican,Female,Maryland,Mid-Atlantic,South,House,MD-02,Class 1,FALSE,FALSE,152079,0.3952,384794,Democratic,"Middle River, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
477,"John A. Olszewski, Jr.",Democratic,Male,Maryland,Mid-Atlantic,South,House,MD-02,Class 1,FALSE,TRUE,223797,0.5816,384794,Democratic,"Baltimore, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
478,Jason Joseph Wunder,Libertarian,Male,Maryland,Mid-Atlantic,South,House,MD-02,Class 1,FALSE,FALSE,8169,0.0212,384794,Democratic,"Sykesville, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
479,Robert J. Steinberger,Republican,Male,Maryland,Mid-Atlantic,South,House,MD-03,Class 1,FALSE,FALSE,151186,0.3787,399200,Democratic,"Arnold, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
480,Sarah K. Elfreth,Democratic,Female,Maryland,Mid-Atlantic,South,House,MD-03,Class 1,FALSE,TRUE,236681,0.5929,399200,Democratic,"Annapolis, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
481,Miguel E. Barajas,Libertarian,Male,Maryland,Mid-Atlantic,South,House,MD-03,Class 1,FALSE,FALSE,10471,0.0262,399200,Democratic,"Odenton, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
482,"George E. McDermott, Sr.",Republican,Male,Maryland,Mid-Atlantic,South,House,MD-04,Class 1,FALSE,FALSE,30454,0.1124,270970,Democratic,"Forest Heights, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
483,Glenn F. Ivey,Democratic,Male,Maryland,Mid-Atlantic,South,House,MD-04,Class 1,TRUE,TRUE,239596,0.8842,270970,Democratic,"Cheverly, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
484,Michelle M. Talkington,Republican,Female,Maryland,Mid-Atlantic,South,House,MD-05,Class 1,FALSE,FALSE,133985,0.3201,418603,Democratic,"Bryans Road, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
485,Steny H. Hoyer,Democratic,Male,Maryland,Mid-Atlantic,South,House,MD-05,Class 1,TRUE,TRUE,283619,0.6775,418603,Democratic,"Mechanicsville, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
486,Neil C. Parrott,Republican,Male,Maryland,Mid-Atlantic,South,House,MD-06,Class 1,FALSE,FALSE,175974,0.4672,376624,Democratic,"Hagerstown, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
487,April L. McClain-Delaney,Democratic,Female,Maryland,Mid-Atlantic,South,House,MD-06,Class 1,FALSE,TRUE,199788,0.5305,376624,Democratic,"Gaithersburg, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
488,Scott M. Collier,Republican,Male,Maryland,Mid-Atlantic,South,House,MD-07,Class 1,FALSE,FALSE,49799,0.1716,290137,Democratic,"Baltimore, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
489,Kweisi Mfume,Democratic,Male,Maryland,Mid-Atlantic,South,House,MD-07,Class 1,TRUE,TRUE,232849,0.8025,290137,Democratic,"Baltimore, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
490,Ronald M. Owens-Bey,Libertarian,Male,Maryland,Mid-Atlantic,South,House,MD-07,Class 1,FALSE,FALSE,6840,0.0236,290137,Democratic,"Baltimore, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
491,Cheryl Anne Hamlett-Riley,Republican,Female,Maryland,Mid-Atlantic,South,House,MD-08,Class 1,FALSE,FALSE,77821,0.2046,380320,Democratic,"Rockville, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
492,Jamin B. Raskin,Democratic,Male,Maryland,Mid-Atlantic,South,House,MD-08,Class 1,TRUE,TRUE,292101,0.768,380320,Democratic,"Takoma Park, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
493,Nancy B. Wallace,Green,Female,Maryland,Mid-Atlantic,South,House,MD-08,Class 1,FALSE,FALSE,9612,0.0253,380320,Democratic,"Bethesda, Maryland",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
494,John E. Deaton,Republican,Male,Massachusetts,New England,Northeast,Senate,MA-Sen,Class 1,FALSE,FALSE,1365440,0.4,3413329,Democratic,"Swansea, Massachusetts",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
495,Elizabeth A. Warren,Democratic,Female,Massachusetts,New England,Northeast,Senate,MA-Sen,Class 1,TRUE,TRUE,2041668,0.5981,3413329,Democratic,"Cambridge, Massachusetts",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
496,Richard E. Neal,Democratic,Male,Massachusetts,New England,Northeast,House,MA-01,Class 1,TRUE,TRUE,223325,0.6237,358058,Democratic,"Springfield, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
497,Nadia Donya Milleron,Independent,Female,Massachusetts,New England,Northeast,House,MA-01,Class 1,FALSE,FALSE,133552,0.373,358058,Democratic,"Sheffield, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
498,James P. McGovern,Democratic,Male,Massachusetts,New England,Northeast,House,MA-02,Class 1,TRUE,TRUE,251441,0.6864,366328,Democratic,"Worcester, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
499,Cornelius E. Shea,Independent,Male,Massachusetts,New England,Northeast,House,MA-02,Class 1,FALSE,FALSE,114065,0.3114,366328,Democratic,"Shrewsbury, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
500,Lori Loureiro A. Trahan,Democratic,Female,Massachusetts,New England,Northeast,House,MA-03,Class 1,TRUE,TRUE,264698,0.9747,271559,Democratic,"Westford, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
501,Jacob D. Auchincloss,Democratic,Male,Massachusetts,New England,Northeast,House,MA-04,Class 1,TRUE,TRUE,289347,0.9719,297725,Democratic,"Newton, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
502,Katherine M. Clark,Democratic,Female,Massachusetts,New England,Northeast,House,MA-05,Class 1,TRUE,TRUE,286689,0.9822,291890,Democratic,"Revere, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
503,Seth W. Moulton,Democratic,Male,Massachusetts,New England,Northeast,House,MA-06,Class 1,TRUE,TRUE,321186,0.9781,328377,Democratic,"Salem, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
504,Ayanna S. Pressley,Democratic,Female,Massachusetts,New England,Northeast,House,MA-07,Class 1,TRUE,TRUE,232094,0.9711,239001,Democratic,"Boston, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
505,Robert G. Burke,Republican,Male,Massachusetts,New England,Northeast,House,MA-08,Class 1,FALSE,FALSE,110638,0.2936,376830,Democratic,"Dedham, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
506,Stephen F. Lynch,Democratic,Male,Massachusetts,New England,Northeast,House,MA-08,Class 1,TRUE,TRUE,265432,0.7044,376830,Democratic,"South Boston, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
507,Daniel E. Sullivan III,Republican,Male,Massachusetts,New England,Northeast,House,MA-09,Class 1,FALSE,FALSE,193822,0.4342,446395,Democratic,"Plymouth, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
508,William R. Keating,Democratic,Male,Massachusetts,New England,Northeast,House,MA-09,Class 1,TRUE,TRUE,251931,0.5644,446395,Democratic,"Bourne, Massachusetts",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
509,Michael J. Rogers,Republican,Male,Michigan,Great Lakes,Midwest,Senate,MI-Sen,Class 1,FALSE,FALSE,2693680,0.483,5577187,Democratic,"St. Joseph, Michigan",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
510,Elissa B. Slotkin,Democratic,Female,Michigan,Great Lakes,Midwest,Senate,MI-Sen,Class 1,FALSE,TRUE,2712686,0.4864,5577187,Democratic,"Lansing, Michigan",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
511,Douglas P. Dern,Natural Law,Male,Michigan,Great Lakes,Midwest,Senate,MI-Sen,Class 1,FALSE,FALSE,18779,0.0034,5577187,Democratic,"Highland, Michigan",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
512,Douglas P. Marsh,Green,Male,Michigan,Great Lakes,Midwest,Senate,MI-Sen,Class 1,FALSE,FALSE,53978,0.0097,5577187,Democratic,"West Branch, Michigan",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
513,Joseph M. Solis-Mullen,Libertarian,Male,Michigan,Great Lakes,Midwest,Senate,MI-Sen,Class 1,FALSE,FALSE,56697,0.0102,5577187,Democratic,"Marshall, Michigan",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
514,David R. Stein,U.S. Taxpayers,Male,Michigan,Great Lakes,Midwest,Senate,MI-Sen,Class 1,FALSE,FALSE,41363,0.0074,5577187,Democratic,"Essexville, Michigan",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
515,John W. Bergman,Republican,Male,Michigan,Great Lakes,Midwest,House,MI-01,Class 1,TRUE,TRUE,282264,0.5915,477184,Republican,"Watersmeet, Michigan",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
516,Callie M. Barr,Democratic,Female,Michigan,Great Lakes,Midwest,House,MI-01,Class 1,FALSE,FALSE,180937,0.3792,477184,Republican,"Traverse City, Michigan",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
517,Andrew J. Gale,Libertarian,Male,Michigan,Great Lakes,Midwest,House,MI-01,Class 1,FALSE,FALSE,5486,0.0115,477184,Republican,"Cedar, Michigan",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
518,Elizabeth A. Hakola,Working Class,Female,Michigan,Great Lakes,Midwest,House,MI-01,Class 1,FALSE,FALSE,8497,0.0178,477184,Republican,"Pelkie, Michigan",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
519,John R. Moolenaar,Republican,Male,Michigan,Great Lakes,Midwest,House,MI-02,Class 1,TRUE,TRUE,279167,0.6514,428550,Republican,"Caledonia, Michigan",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
520,Michael J. Lynch,Democratic,Male,Michigan,Great Lakes,Midwest,House,MI-02,Class 1,FALSE,FALSE,135824,0.3169,428550,Republican,"Alma, Michigan",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
521,Scott Cecil Adams,U.S. Taxpayers,Male,Michigan,Great Lakes,Midwest,House,MI-02,Class 1,FALSE,FALSE,6522,0.0152,428550,Republican,"Otsego, Michigan",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
522,Benjamin K. DeJong,Libertarian,Male,Michigan,Great Lakes,Midwest,House,MI-02,Class 1,FALSE,FALSE,7037,0.0164,428550,Republican,"Lake Odessa, Michigan",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
